Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q
5/19/1982,138867.1,0,0,124755.9,0,-14111.36,0,15390460,0,0,2296032,664244.6,10078590,162446300,35.34,0,0,0,-746.79,0,0,0,0,0,0,86279.27,0,0,0,0,0,0,0,0,92804.97,23203.26,68548.47,248005
5/20/1982,198631.7,0,4383.76,182259.4,0,-11988.34,0,14972380,0,0,2233761,728356.8,10114690,162479700,35.18,0,0,0,-748.03,0,0,0,0,0,0,147307.7,0,0,0,0,0,0,0,0,105814.1,23521.18,69708.16,418078.7
5/21/1982,213231.8,0,7381.08,193669.3,0,-12181.25,0,14517970,0,0,2211637,757119.3,10154110,162513800,34.99,0,0,0,-749.22,0,0,0,0,0,0,160147.3,0,0,0,0,0,0,0,0,110249,23666.3,70822.59,454412.5
5/22/1982,234080.9,0,12959.87,208943.4,0,-12177.46,0,14035100,0,0,2189544,781768.3,10192880,162549500,34.86,0,0,0,-750.33,0,0,0,0,0,0,170989.5,0,0,0,0,0,0,0,0,111242.2,23823.29,72470.15,482861.5
5/23/1982,288235.6,0,30454.61,246342.1,0,-11438.51,0,13462760,0,0,2142010,829123.3,10233270,162587500,34.62,0,0,0,-752.14,0,0,0,0,0,0,205006.3,0,0,0,0,0,0,0,0,114882.2,24156.41,74487.55,572346.2
5/24/1982,274461,0,26252.74,235612.6,0,-12595.53,0,12927480,0,0,2130649,828874.9,10270620,162625800,34.46,0,0,0,-753.08,0,0,0,0,0,0,195874.8,0,0,0,0,0,0,0,0,113383.8,24229.55,76033.85,535279.8
5/25/1982,270275.6,0,25601.03,231694.8,0,-12979.65,0,12415740,0,0,2114006,821732.9,10303860,162665600,34.3,0,0,0,-753.74,0,0,0,0,0,0,191354.6,0,0,0,0,0,0,0,0,111176.8,24305.11,77938.36,511735.3
5/26/1982,298083.4,0,37618.02,248003.7,0,-12461.47,0,11859790,0,0,2070598,831226.3,10339360,162707400,34.08,0,0,0,-754.59,0,0,0,0,0,0,213628.9,0,0,0,0,0,0,0,0,115124.2,24504.68,79624.24,555954.8
5/27/1982,274385.9,0,30029.08,231070,0,-13286.58,0,11340400,0,0,2053642,818428.6,10367960,162748300,33.88,0,0,0,-754.79,0,0,0,0,0,0,204392.9,0,0,0,0,0,0,0,0,108161.4,24505.16,79554.74,519392.7
5/28/1982,153933.4,0,687.01,137033.5,0,-16212.62,0,11087520,0,0,2126410,690403.2,10385950,162784400,33.63,0,0,0,-751.79,0,0,0,0,0,0,99291.03,0,0,0,0,0,0,0,0,95058.66,23941.48,77065.69,252870.9
5/29/1982,162995.7,0,2544.94,145949.2,0,-14501.5,0,10809390,0,0,2107467,661162,10399260,162821900,33.51,0,0,0,-749.66,0,0,0,0,0,0,111631,0,0,0,0,0,0,0,0,90088.2,23892.32,76775.93,278135.3
5/30/1982,149167.7,0,1792.45,133027.6,0,-14347.55,0,10541910,0,0,2098561,632917.5,10408700,162858900,33.43,0,0,0,-747.79,0,0,0,0,0,0,108197.1,0,0,0,0,0,0,0,0,85407.19,23792.65,75965.08,267481.8
5/31/1982,178000.9,0,7459.57,157427.9,0,-13113.25,0,10185850,0,0,2048916,657421.3,10423900,162897700,33.22,0,0,0,-747.27,0,0,0,0,0,0,148385.3,0,0,0,0,0,0,0,0,91859.43,23930.87,76655.21,356059.8
6/1/1982,96849.61,0,0,81284.36,0,-15565.28,0,10052290,0,0,2138368,534479.6,10424960,162932300,33.25,0,0,0,-744.76,0,0,0,0,0,0,33682.97,0,0,0,0,0,0,0,0,75517.86,23440.28,74450.17,133558.3
6/2/1982,102236.8,0,0,87958.82,0,-14277.85,0,9898590,0,0,2134516,513507.4,10420540,162968200,33.13,0,0,0,-743.34,0,0,0,0,0,0,43957.68,0,0,0,0,0,0,0,0,70002.75,23392.99,74426.77,153699.4
6/3/1982,89108.83,0,0,74974.04,0,-14134.67,0,9774313,0,0,2140721,479981.9,10414900,163002400,33.02,0,0,0,-742.07,0,0,0,0,0,0,33103.03,0,0,0,0,0,0,0,0,66781.51,23261.53,72410.99,124277.5
6/4/1982,83232.52,0,0,69442.17,0,-13790.24,0,9652598,0,0,2142105,457261,10406650,163036500,32.91,0,0,0,-741.06,0,0,0,0,0,0,33126.34,0,0,0,0,0,0,0,0,63658.41,23177.36,71910.4,121714.7
6/5/1982,79376.55,0.11,0,65832.93,0,-13543.57,35172.97,9529634,0,0,2145880,442976.4,10396530,163070500,32.96,0,0,36335.68,-740.28,0,0,0,0,0,0,30507.5,0,0,0,0,0,0,0,0,61410.31,23114.17,71529.8,124126.8
6/6/1982,76282.02,0,0,62988.78,0,-13293.22,1083.7,9408921,0,0,2176572,431591.6,10386990,163103300,32.94,0,0,0,-739.65,0,0,34089.28,0,0,0,1066.85,0,0,0,0,0,0,0,0,60418.93,23068.85,69954.04,120712.8
6/7/1982,79918.84,0,0,66983.16,0,-12935.63,0,9284796,0,0,2150409,440731.9,10381260,163135400,32.89,0,0,0,-739.34,0,0,1083.7,0,0,0,34059.05,0,0,0,0,0,0,0,0,63199.84,23094.4,68923.44,124125
6/8/1982,93334.23,0,0,80851.37,0,-12482.81,0,9091350,0,0,2109993,473478.9,10381340,163167700,32.87,0,0,0,-739.51,0,0,0,0,0,0,74528.38,0,0,0,0,0,0,0,0,68954.24,23217.46,68876.22,193446.3
6/9/1982,119316.3,0,0,107509.1,0,-11807.16,0,8805734,0,0,2045361,535907.2,10388220,163200800,32.78,0,0,0,-740.29,0,0,0,0,0,0,127688.5,0,0,0,0,0,0,0,0,76058.31,23436.35,69173.5,285615.8
6/10/1982,132270.4,0,707.9,119639.8,0,-11922.65,0,8482927,0,0,2004145,570878.4,10399420,163233900,32.71,0,0,0,-741.05,0,0,0,0,0,0,151665.3,0,0,0,0,0,0,0,0,80613.67,23573.84,69414.21,322806.4
6/11/1982,128653.8,0,460.94,115669.5,0,-12523.47,0,8180820,0,0,1994478,572242.2,10408990,163266900,32.74,0,0,0,-741.39,0,0,0,0,0,0,138400.1,0,0,0,0,0,0,0,0,79465.3,23584.05,69888.19,302107
6/12/1982,95905.17,0,0,82257.43,0,-13647.9,0,7997161,0,0,2049412,514618.4,10408040,163298300,32.91,0,0,0,-740.68,0,0,0,0,0,0,59165.75,0,0,0,0,0,0,0,0,68295.57,23369.11,69246.21,183659.4
6/13/1982,87626.68,0,0,74199.06,0,-13427.76,0,7867023,0,0,2059862,479879.1,10404160,163328700,33.05,0,0,0,-740.01,0,0,0,0,0,0,39409.99,0,0,0,0,0,0,0,0,64083.84,23264.74,67964.34,130137.7
6/14/1982,131107.3,0,514.29,118923.7,0,-11669.24,14386.87,7582078,0,0,1981623,548439,10413620,163360700,33,0,0,14534.27,-740.77,0,0,0,0,0,0,121348.4,0,0,0,0,0,0,0,0,77535.03,23549.42,68070.44,285092.9
6/15/1982,133374.1,0,2192.87,119137.3,0,-12043.93,0,7278652,0,0,1934671,573056.1,10425540,163391400,33,0,0,0,-741.27,0,0,14386.87,0,0,0,148929.9,0,0,0,0,0,0,0,0,79120.22,23618.01,67198.14,303426.2
6/16/1982,141559.5,0,4649.53,124817.7,0,-12092.22,0,6951705,0,0,1876114,590361.1,10437500,163422300,32.94,0,0,0,-741.76,0,0,0,0,0,0,183038.1,0,0,0,0,0,0,0,0,79389.8,23694.92,67428.54,326946.5
6/17/1982,157328.3,0,10249.02,135210.6,0,-11868.46,7193.44,6576231,0,0,1842902,612758,10449340,163454200,32.75,0,0,7267.14,-742.85,0,0,0,0,0,0,184455.8,0,0,0,0,0,0,0,0,80254.89,23806.84,68417.02,375547.8
6/18/1982,142175,0,5838.8,123604.1,0,-12731.99,21580.31,6252257,0,0,1829239,600666.7,10459040,163485000,32.65,0,0,14534.27,-743.29,0,0,0,0,0,0,166354.1,0,0,0,0,0,0,0,0,77822.56,23743.87,68121.17,324121.4
6/19/1982,212934.7,81.33,29386.52,172737.3,0,-10729.3,34505.06,5977834,0,0,1917239,668613.7,10475660,163518800,32.36,0,0,297952.6,-745.23,0,0,0,0,0,0,139265.5,0,0,0,0,0,0,0,0,86192.68,24158.78,69575.57,559369.8
6/20/1982,135583.2,0,3162.82,118525.1,0,-13895.47,0,5747909,0,0,1907864,613569,10484030,163549700,32.46,0,0,0,-744.8,0,0,34505.06,0,0,0,118637.7,0,0,0,0,0,0,0,0,77883.43,23862.83,69506.23,229925
6/21/1982,123198.8,0,2822.23,106676.4,0,-13700.31,0,5530422,0,0,1855384,574999,10489140,163581000,32.57,0,0,0,-744.33,0,0,0,0,0,0,148186.5,0,0,0,0,0,0,0,0,74608.85,23758.38,69493,217486.9
6/22/1982,103023.9,0,1776.47,87367.35,0,-13880.24,0,5328042,0,0,1827622,526874.4,10489420,163611200,32.7,0,0,0,-743.62,0,0,0,0,0,0,143854.9,0,0,0,0,0,0,0,0,68852.04,23586.52,68577.2,202379.4
6/23/1982,93675.31,0,1648.63,78503.19,0,-13523.57,0,5127736,0,0,1797695,491914.1,10487860,163640700,32.79,0,0,0,-743,0,0,0,0,0,0,142777.6,0,0,0,0,0,0,0,0,65716.21,23451.28,67270.51,200306.6
6/24/1982,80576.75,0,371.85,66751.81,0,-13453.13,0,4949814,0,0,1789327,452927.3,10481710,163669300,32.82,0,0,0,-742.31,0,0,0,0,0,0,121437.2,0,0,0,0,0,0,0,0,59988.09,23273.3,66141.05,177921.7
6/25/1982,70789.27,0,0,57533.49,0,-13255.76,0,4799834,0,0,1784352,417884.2,10470760,163697200,32.81,0,0,0,-741.73,0,0,0,0,0,0,101420.1,0,0,0,0,0,0,0,0,54163.13,23118.06,65107.15,149980.1
6/26/1982,68528.44,0,105.05,55650.5,0,-12772.93,0,4649338,0,0,1755630,401248,10460090,163724800,32.84,0,0,0,-741.45,0,0,0,0,0,0,109588,0,0,0,0,0,0,0,0,53526.93,23018.57,64200.13,150495.8
6/27/1982,62081.21,0,0,49399.98,0,-12681.23,0,4508344,0,0,1762979,377816,10447290,163751600,32.84,0,0,0,-741.36,0,0,0,0,0,0,80220.33,0,0,0,0,0,0,0,0,50354.89,22898.92,63144.42,140994.3
6/28/1982,61424.47,0,170.05,48911.88,0,-12342.53,0,4377958,0,0,1767841,368018.7,10435940,163777400,32.83,0,0,0,-741.42,0,0,0,0,0,0,58600.38,0,0,0,0,0,0,0,0,50462.07,22822.92,61816.02,130386.2
6/29/1982,61319.52,14.95,0,49118.61,0,-12186,34505.06,4282724,0,0,1799198,367407.8,10424490,163802200,32.87,0,0,79938.5,-741.55,0,0,0,0,0,0,34427.02,0,0,0,0,0,0,0,0,49153.89,22793.32,60602.84,140651.9
6/30/1982,92514.34,80.01,1871.07,79649.11,0,-10914.02,34505.06,4174964,0,0,1865385,441382.2,10421730,163829100,32.75,0,0,188945.6,-742.63,0,0,0,0,0,0,39118.77,0,0,0,0,0,0,0,0,58933.78,23108.26,61690.26,296625.6
7/1/1982,104440.9,52.9,2961.06,90337.54,0,-11089.37,34505.06,4024305,0,0,1842110,487336.7,10424080,163856600,32.68,0,0,109731.6,-743.74,0,0,0,0,0,0,102534.5,0,0,0,0,0,0,0,0,65116.31,23291.79,62770.85,260337.6
7/2/1982,70755.69,0,0,57941.45,0,-12814.32,0,3918887,0,0,1853745,428197.7,10419990,163881400,32.78,0,0,0,-743.52,0,0,34505.06,0,0,0,60627.54,0,0,0,0,0,0,0,0,57419.44,23067.03,61507.59,105418.7
7/3/1982,63190.52,0,0,50529.48,0,-12661.11,0,3833385,0,0,1836405,388317.9,10410460,163906200,32.87,0,0,0,-743.2,0,0,0,0,0,0,63472.36,0,0,0,0,0,0,0,0,51659.27,22939.49,61187.57,85501.95
7/4/1982,57845.14,0,0,45376.1,0,-12469.11,0,3742668,0,0,1809494,361697.7,10397220,163930600,32.94,0,0,0,-742.91,0,0,0,0,0,0,74421.68,0,0,0,0,0,0,0,0,47275.2,22825.98,60511.81,90716.62
7/5/1982,57048.75,0,0,44973.48,0,-12075.34,0,3629154,0,0,1755476,351567.9,10383660,163954200,33.02,0,0,0,-742.74,0,0,0,0,0,0,109785.4,0,0,0,0,0,0,0,0,45643.04,22741.81,59198.73,113513.6
7/6/1982,55246.97,0,510.03,42928.63,0,-11808.42,0,3490332,0,0,1701617,337260.8,10372250,163976700,33.13,0,0,0,-742.61,0,0,0,0,0,0,139840.2,0,0,0,0,0,0,0,0,46341.78,22633.22,57753.44,138822.2
7/7/1982,49449.43,0,148.75,37493.62,0,-11807.2,0,3352865,0,0,1675654,312014.2,10355020,163998500,33.26,0,0,0,-742.35,0,0,0,0,0,0,133858.4,0,0,0,0,0,0,0,0,39637.63,22461.4,56866.2,137466.8
7/8/1982,48143.27,0,774.78,35894.5,0,-11474.12,0,3213106,0,0,1638417,294363.8,10338010,164019900,33.4,0,0,0,-742.17,0,0,0,0,0,0,141399,0,0,0,0,0,0,0,0,38876.82,22295.99,55884.08,139759.9
7/9/1982,41486.11,0,0,29948,0,-11538.27,0,3098063,0,0,1619082,262299.3,10316600,164039600,33.56,0,0,0,-741.81,0,0,0,0,0,0,125866.4,0,0,0,0,0,0,0,0,32701.96,22072.85,54107.86,115042.9
7/10/1982,41502.48,0,544.27,29829.01,0,-11129.34,0,2969820,0,0,1571748,250536.1,10295340,164058800,33.71,0,0,0,-741.58,0,0,0,0,0,0,147064.7,0,0,0,0,0,0,0,0,31835.24,21932.46,53096.78,128242.8
7/11/1982,39635.82,0,721.11,27949.29,0,-10965.59,0,2836995,0,0,1524294,237727.7,10272040,164077400,33.88,0,0,0,-741.37,0,0,0,0,0,0,157392.1,0,0,0,0,0,0,0,0,28811.3,21784.42,52108.16,132824.5
7/12/1982,38257.57,0,1050.46,26411.25,0,-10796.03,0,2700630,0,0,1475404,223366.7,10250110,164095300,34.04,0,0,0,-741.18,0,0,0,0,0,0,164567.2,0,0,0,0,0,0,0,0,29239.69,21652.07,51176.46,136365.6
7/13/1982,33175.13,0,78.76,22196.49,0,-10900.06,0,2585149,0,0,1446357,198627.2,10225310,164111700,34.22,0,0,0,-740.83,0,0,0,0,0,0,143771,0,0,0,0,0,0,0,0,24692.05,21469.4,49488.2,115481.1
7/14/1982,32477,0,348.03,21495.68,0,-10633.46,0,2467595,0,0,1401546,187437.6,10200190,164127100,34.39,0,0,0,-740.58,0,0,0,0,0,0,149956.8,0,0,0,0,0,0,0,0,23085.43,21330.97,48205.09,117553.2
7/15/1982,28927.2,0,0,18294.95,0,-10632.41,0,2365052,0,0,1370668,170044.7,10173750,164141600,34.56,0,0,0,-740.23,0,0,0,0,0,0,133130.6,0,0,0,0,0,0,0,0,20547.42,21157.37,46994.05,102543.6
7/16/1982,27387.27,0,0,16926.54,0,-10460.9,0,2269501,0,0,1336205,158009.4,10147330,164155300,34.71,0,0,0,-739.94,0,0,0,0,0,0,126537,0,0,0,0,0,0,0,0,19598.84,21012.77,46022.23,95550.35
7/17/1982,25931.41,0,0,15588.14,0,-10343.44,0,2179970,0,0,1296826,147591.5,10121370,164168300,34.88,0,0,0,-739.65,0,0,0,0,0,0,125573.8,0,0,0,0,0,0,0,0,19043.02,20877.14,45002.4,89531.27
7/18/1982,25040.53,0,0,14819.44,0,-10221.26,0,2089486,0,0,1250960,140048.1,10095300,164180700,35.04,0,0,0,-739.4,0,0,0,0,0,0,131784.3,0,0,0,0,0,0,0,0,18043.84,20753.02,44120.15,90484.54
7/19/1982,24243.79,0,0,14123.73,0,-10120.23,0,1998692,0,0,1202716,132788.5,10069630,164192500,35.22,0,0,0,-739.19,0,0,0,0,0,0,135144.3,0,0,0,0,0,0,0,0,17665.49,20636.05,43337.93,90793.34
7/20/1982,23001.49,0,0,12934.29,0,-10067.34,0,1911646,0,0,1160249,124219.7,10043820,164203600,35.35,0,0,0,-738.96,0,0,0,0,0,0,129019.5,0,0,0,0,0,0,0,0,16656.1,20526.89,42462.79,87046.74
7/21/1982,22016.74,0,0,12034.34,0,-9982.55,0,1828327,0,0,1120558,116021.7,10018530,164213800,35.5,0,0,0,-738.73,0,0,0,0,0,0,123537.2,0,0,0,0,0,0,0,0,16066.02,20429.63,41363.72,83318.84
7/22/1982,20955.59,0,0,11044.92,0,-9910.81,0,1749429,0,0,1082905,107721.6,9993528,164223100,35.64,0,0,0,-738.5,0,0,0,0,0,0,118861.7,0,0,0,0,0,0,0,0,15282.17,20337.33,40283.8,78897.91
7/23/1982,20946.07,0,0,11190.34,0,-9755.87,0,1666747,0,0,1039944,104200.2,9968859,164232300,35.78,0,0,0,-738.31,0,0,0,0,0,0,122947.7,0,0,0,0,0,0,0,0,15286.53,20260.58,39958.84,82682.3
7/24/1982,23569.18,12.85,117.73,13976.57,0,-9462.12,34505.06,1573543,0,0,1032142,111747.3,9946194,164241100,35.89,0,0,77457.61,-738.29,0,0,0,0,0,0,125929.4,0,0,0,0,0,0,0,0,16596.31,20222,39264.79,136143
7/25/1982,20485.98,0,0,10787.81,0,-9698.32,0,1499748,0,0,1008944,102355.5,9922228,164249100,36.04,0,0,0,-738.08,0,0,34505.06,0,0,0,101136.5,0,0,0,0,0,0,0,0,14582.08,20122.12,38550.11,73795.5
7/26/1982,20678.67,0,0,11139.39,0,-9539.43,0,1427093,0,0,953488.9,100022.1,9899569,164256500,36.19,0,0,0,-737.92,0,0,0,0,0,0,124214.4,0,0,0,0,0,0,0,0,15149.54,20059.91,37812.02,72655.17
7/27/1982,19195.5,0,0,9638.61,0,-9557.05,0,1358455,0,0,911026,91844.9,9875877,164263100,36.35,0,0,0,-737.7,0,0,0,0,0,0,116397.9,0,0,0,0,0,0,0,0,13215.39,19975.19,36910.06,68637.27
7/28/1982,18236.04,0,0,8748.99,0,-9487.2,0,1294356,0,0,873772.3,84240.74,9852275,164269000,36.5,0,0,0,-737.47,0,0,0,0,0,0,107741.1,0,0,0,0,0,0,0,0,12361.63,19895.22,35966.89,64099.4
7/29/1982,17997.71,0,0,8643.1,0,-9354.76,0,1227778,0,0,828981.3,80251.17,9828978,164274200,36.65,0,0,0,-737.28,0,0,0,0,0,0,114665.7,0,0,0,0,0,0,0,0,11877.97,19828.4,35178.55,66578.32
7/30/1982,16693.15,0,0,7350.96,0,-9342.34,0,1168287,0,0,803442.9,71682.65,9805122,164278700,36.81,0,0,0,-737.04,0,0,0,0,0,0,95506.57,0,0,0,0,0,0,0,0,10488.31,19749.25,34347.65,59490.84
7/31/1982,15656.77,0,0,6356.89,0,-9300.03,0,1116225,0,0,779947.5,63983.15,9780755,164282700,36.96,0,0,0,-736.8,0,0,0,0,0,0,87227.11,0,0,0,0,0,0,0,0,9339.84,19668.41,33710.78,52061.48
8/1/1982,16011.1,0,0,6887.47,0,-9123.77,0,1057132,0,0,749249.9,63684.2,9757076,164286700,37.1,0,0,0,-736.62,0,0,0,0,0,0,93019.67,0,0,0,0,0,0,0,0,9791.72,19610.37,33474.77,59093.05
8/2/1982,13970.79,0,0,4720.27,0,-9250.67,0,1017568,0,0,744459.6,52089.96,9732001,164289900,37.26,0,0,0,-736.35,0,0,0,0,0,0,63056.11,0,0,0,0,0,0,0,0,7688.75,19516.47,32768,39564.59
8/3/1982,13902.73,0,0,4794.23,0,-9108.65,0,976691.2,0,0,730462.4,49264.35,9706926,164293100,37.4,0,0,0,-736.13,0,0,0,0,0,0,64995.46,0,0,0,0,0,0,0,0,7363.66,19454.53,32442.2,40876.44
8/4/1982,13613.79,0,0,4568.84,0,-9045.09,0,936985.2,0,0,713559.2,47362.32,9681788,164296100,37.55,0,0,0,-735.94,0,0,0,0,0,0,66300.47,0,0,0,0,0,0,0,0,7038.7,19397.31,32181.26,39705.93
8/5/1982,13384.48,0,0,4392.93,0,-8991.69,0,897290.8,0,0,693260.4,45415.31,9657090,164298700,37.69,0,0,0,-735.75,0,0,0,0,0,0,69883.97,0,0,0,0,0,0,0,0,7003.39,19340.7,31705.36,39694.41
8/6/1982,13424.68,0,0,4505.23,0,-8919.58,0,854013.9,0,0,666881.8,44932.1,9633088,164300900,37.83,0,0,0,-735.59,0,0,0,0,0,0,77755.88,0,0,0,0,0,0,0,0,7167.24,19290.18,31172.93,43276.88
8/7/1982,13062.53,0,0,4157.94,0,-8904.72,0,811736.5,0,0,644729.3,42379.46,9608428,164303100,37.97,0,0,0,-735.43,0,0,0,0,0,0,75631.74,0,0,0,0,0,0,0,0,6425.15,19232.84,31089.75,42277.49
8/8/1982,13741.83,4.13,0,4961.01,0,-8776.82,34505.06,768367.7,0,0,640795.9,44960.89,9584737,164304900,38.1,0,0,54454.08,-735.33,0,0,0,0,0,0,72073.98,0,0,0,0,0,0,0,0,6822.4,19191.83,30517.12,63313.63
8/9/1982,12597.19,0,0,3734.61,0,-8862.72,0,735543.2,0,0,635062.7,39418.93,9560651,164306300,38.24,0,0,0,-735.15,0,0,34505.06,0,0,0,53523.49,0,0,0,0,0,0,0,0,5969.09,19128.31,30059.59,32824.5
8/10/1982,12205.7,0,0,3389.52,0,-8816.32,0,707377.5,0,0,619309.2,36138.23,9535720,164308100,38.38,0,0,0,-734.97,0,0,0,0,0,0,57389.03,0,0,0,0,0,0,0,0,5494.3,19073.47,30429.31,28165.74
8/11/1982,11983.43,0,0,3225.13,0,-8758.43,0,676983.3,0,0,601027.6,34525.84,9510559,164309700,38.51,0,0,0,-734.79,0,0,0,0,0,0,61109.65,0,0,0,0,0,0,0,0,4974.55,19021.41,30139.76,30394.21
8/12/1982,11652.41,0,0,2926.86,0,-8725.67,0,647627.1,0,0,581233.3,32218.03,9485185,164311400,38.64,0,0,0,-734.62,0,0,0,0,0,0,62756.43,0,0,0,0,0,0,0,0,4742.59,18967.9,30121.23,29356.19
8/13/1982,11312.52,0,0,2619.12,0,-8693.53,0,619382.2,0,0,566326.3,29166.45,9459692,164313000,38.77,0,0,0,-734.45,0,0,0,0,0,0,57968.98,0,0,0,0,0,0,0,0,4528.55,18913.74,30026.25,28244.89
8/14/1982,10907.95,0,0,2238.01,0,-8670.07,0,594550.5,0,0,555929.7,25900.46,9433895,164314100,38.9,0,0,0,-734.28,0,0,0,0,0,0,51547.5,0,0,0,0,0,0,0,0,3568.54,18860.26,29369.29,24831.67
8/15/1982,10815.47,0,0,2211.19,0,-8604.4,0,568961.6,0,0,540142.1,24867.1,9408870,164314600,39.02,0,0,0,-734.13,0,0,0,0,0,0,55477.86,0,0,0,0,0,0,0,0,3533.03,18812.69,28562.53,25588.9
8/16/1982,10603.43,0,0,2039.11,0,-8564.43,0,544436.2,0,0,527791.9,23135.63,9383945,164314700,39.14,0,0,0,-733.98,0,0,0,0,0,0,52073.62,0,0,0,0,0,0,0,0,3257.89,18764.17,28187.59,24525.41
8/17/1982,10428.77,0,0,1905.42,0,-8523.48,0,520361.1,0,0,513094.7,21453.56,9359157,164314600,39.26,0,0,0,-733.82,0,0,0,0,0,0,54197.64,0,0,0,0,0,0,0,0,3067.74,18716.73,27859.89,24075.1
8/18/1982,10367.76,0,0,1893.44,0,-8474.43,0,494732.7,0,0,496601,20688.6,9334147,164314800,39.38,0,0,0,-733.68,0,0,0,0,0,0,56595.49,0,0,0,0,0,0,0,0,3068.78,18670.95,28083.99,25628.45
8/19/1982,10385.37,0.65,0,1966.12,0,-8418.7,34505.06,467904.6,0,0,486095.1,20665.58,9308653,164315400,39.49,0,0,38895.77,-733.55,0,0,0,0,0,0,55440.65,0,0,0,0,0,0,0,0,2969.23,18629.26,28467.76,31218.07
8/20/1982,10895.48,5.04,0,2563.13,0,-8327.41,34505.06,439795.5,0,0,490022.2,23625.11,9283764,164315900,39.59,0,0,23337.46,-733.47,0,0,0,0,0,0,57338.49,0,0,0,0,0,0,0,0,3246.98,18593.9,28140.13,51441.58
8/21/1982,10312.09,0,0,1947.08,0,-8365.13,0,415902.7,0,0,483090.5,21062.56,9258851,164316100,39.7,0,0,0,-733.34,0,0,34505.06,0,0,0,47066.31,0,0,0,0,0,0,0,0,2917.09,18543.6,27834.26,23892.81
8/22/1982,10448.14,0.01,0,2156.2,0,-8292.03,7700.31,388025.7,0,0,464180.2,22000.08,9234316,164316200,39.82,0,0,7779.15,-733.24,0,0,0,0,0,0,59244.53,0,0,0,0,0,0,0,0,3031.9,18504.19,27571.96,27955.8
8/23/1982,9984.35,0,0,1675.34,0,-8309.12,0,366106.4,0,0,453299.9,18594.19,9209803,164315800,39.93,0,0,0,-733.1,0,0,7700.31,0,0,0,50367.09,0,0,0,0,0,0,0,0,2617.19,18454.4,27134.5,21919.26
8/24/1982,9748.28,0,0,1470.57,0,-8277.81,0,345989.4,0,0,439763.5,16090.66,9185430,164315200,40.04,0,0,0,-732.96,0,0,0,0,0,0,50648.4,0,0,0,0,0,0,0,0,2439.86,18402.17,26818,20117.04
8/25/1982,10438.89,9.16,0,2272.25,0,-8157.56,34505.06,325629,0,0,464953.9,17814.44,9161361,164314600,40.12,0,0,77791.55,-732.87,0,0,0,0,0,0,50270.8,0,0,0,0,0,0,0,0,2552.34,18372.15,26626.01,63637.7
8/26/1982,9685.94,0,0,1481.52,0,-8204.54,0,308487.5,0,0,460148.3,15171.61,9137101,164313400,40.23,0,0,0,-732.73,0,0,34505.06,0,0,0,39550.78,0,0,0,0,0,0,0,0,1877.85,18320.21,26142.16,17141.54
8/27/1982,9420.07,0,0,1249.32,0,-8170.85,0,294730,0,0,452646.5,12948.45,9113018,164312100,40.33,0,0,0,-732.58,0,0,0,0,0,0,38732.95,0,0,0,0,0,0,0,0,1777.12,18277.06,25865.18,13757.43
8/28/1982,9192.66,0,0,1057.81,0,-8134.95,0,282047.5,0,0,446549.4,10758.68,9089147,164310400,40.44,0,0,0,-732.44,0,0,0,0,0,0,36612.34,0,0,0,0,0,0,0,0,1534,18234.78,25409.21,12682.59
8/29/1982,9015.09,0,0,914.69,0,-8100.49,0,271136.5,0,0,447085.9,9045.66,9065232,164308500,40.54,0,0,0,-732.3,0,0,0,0,0,0,28198.67,0,0,0,0,0,0,0,0,1161.97,18187.85,25081.51,10910.93
8/30/1982,8952.21,0,0,898.21,0,-8054.1,0,260486.4,0,0,439027.4,9070.84,9041417,164306600,40.64,0,0,0,-732.17,0,0,0,0,0,0,34695.66,0,0,0,0,0,0,0,0,1234.64,18145.09,25054.78,10650.15
8/31/1982,8822.34,0,0,789.02,0,-8033.41,0,249770.4,0,0,430796.1,7985.65,9017377,164304900,40.73,0,0,0,-732.05,0,0,0,0,0,0,36270.77,0,0,0,0,0,0,0,0,1068.23,18095.71,25112.54,10716
9/1/1982,8741.32,0,0,737.09,0,-8004.32,0,238387.1,0,0,425083.6,7220.99,8993166,164303200,40.82,0,0,0,-731.94,0,0,0,0,0,0,34227.06,0,0,0,0,0,0,0,0,946.45,18050.39,25162.02,11383.24
9/2/1982,8677.28,0,0,702.8,0,-7974.56,0,226537.8,0,0,413654.4,6777.25,8968488,164301900,40.91,0,0,0,-731.83,0,0,0,0,0,0,40301.43,0,0,0,0,0,0,0,0,726.11,18008.12,25408.76,11849.31
