Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q
1/16/1981,20220.31,0.5,0,14456.37,0,-5763.45,68170.71,497867.6,0,0,2171356,104145.4,7672108,163878700,29.47,0,0,83010.7,-726.51,0,0,0,6911.74,0,0,11129.52,0,0,0,0,0,0,0,0,11164.75,16612.49,16520.55,30723.2
1/17/1981,21996.42,40.75,0,16225.96,0,-5729.64,60315.62,480884.2,0,0,2185096,114257.4,7668645,163872400,29.41,0,0,31129.01,-726.55,0,0,0,4765.98,0,0,14424.28,0,0,0,0,0,0,0,0,13296.45,16637.71,16771.56,51160.81
1/18/1981,21107.79,0,0,15289.94,0,-5817.86,7656.21,444007.9,0,0,2190502,120802.5,7667323,163866000,29.43,0,0,0,-726.52,0,0,52659.4,0,0,0,10828.01,0,0,0,0,0,0,0,0,15425.66,16618.87,16758.96,36876.32
1/19/1981,20904.06,3.04,0,15049.69,0,-5851.36,17799.52,414351.5,0,0,2162327,120514.2,7665621,163859600,29.45,0,0,10376.34,-726.46,0,0,0,7717.66,0,0,37201.52,0,0,0,0,0,0,0,0,14984.1,16602.82,16697.51,22168.73
1/20/1981,20020.37,3.01,0,14178.53,0,-5838.85,53878.78,387851.3,0,0,2153371,118007.1,7664182,163852900,29.48,0,0,41505.35,-726.37,0,0,0,4763.81,0,0,26043.13,0,0,0,0,0,0,0,0,14952.12,16551.24,16402.47,27159.49
1/21/1981,20361.15,0,0,14608.58,0,-5752.61,3760.95,346956.4,0,0,2143920,127917.2,7665116,163846300,29.51,0,0,0,-726.34,0,0,50117.82,0,0,0,25021.98,0,0,0,0,0,0,0,0,17319.38,16514.14,16396.96,40894.81
1/22/1981,21603.05,0,0,15930.13,0,-5672.94,39.69,286287.1,0,0,2089419,146265.1,7670978,163840000,29.54,0,0,0,-726.37,0,0,3721.26,6303.97,0,0,68645.45,0,0,0,0,0,0,0,0,22444.1,16500.05,16592.59,54365.34
1/23/1981,24049.54,127.09,0,18237.54,0,-5684.87,69010.13,313547.3,0,0,2157027,158651.5,7679056,163834100,29.5,0,0,228279.4,-726.52,0,0,0,8419.55,0,0,16738.71,0,0,0,0,0,0,0,0,25071.88,16538.79,17004.43,123502.2
1/24/1981,20141.02,0,0,14141.2,0,-5999.86,69010.13,618179.3,0,0,2163576,134300.2,7682565,163827500,29.53,0,0,311290.2,-726.39,0,0,0,6658.1,0,0,0,0,0,0,0,0,0,0,0,20139.5,16477.66,16639.22,0
1/25/1981,19270.24,0,0,13307.7,0,-5962.57,66004.73,618179.1,0,0,2167348,117674.3,7682150,163820800,29.56,0,0,0,-726.25,0,0,3005.4,0.23,0,0,0,0,0,0,0,0,0,0,0,15998.13,16450.95,16420.91,0
1/26/1981,18967.79,0,0,13074.76,0,-5893.04,43960.76,608331.6,0,0,2178118,106819.1,7679327,163813900,29.56,0,0,0,-726.15,0,0,22043.97,2.26,0,0,0,0,0,0,0,0,0,0,0,13314.95,16458.24,16146.13,9845.28
1/27/1981,18506.09,0,0,12661.22,0,-5844.87,69010.13,3507146,0,0,2179708,98447.26,7673985,163806800,29.57,0,0,2936504,-726.06,0,0,0,12639.57,0,0,0,0,0,0,0,0,0,0,0,10572.66,16458.67,15921.86,0
1/28/1981,18275.97,0,0,12479.4,0,-5796.57,69010.13,6462403,0,0,2181033,92402.47,7666871,163799700,29.57,0,0,2967633,-726,0,0,0,12375.63,0,0,0,0,0,0,0,0,0,0,0,8688.18,16454.27,15810.19,0
1/29/1981,18122.1,0,0,12381.22,0,-5740.88,60799.65,6462402,0,0,2182177,88232.42,7658365,163792400,29.57,0,0,0,-725.95,0,0,8210.47,0.87,0,0,0,0,0,0,0,0,0,0,0,7085.27,16447.11,15598.7,0
1/30/1981,18034.08,0,0,12336.81,0,-5697.26,69010.13,6575964,0,0,2183192,85523.34,7648655,163785100,29.56,0,0,124516.1,-725.91,0,0,0,2744.05,0,0,0,0,0,0,0,0,0,0,0,5798.09,16440.15,15516.13,0
1/31/1981,17982.36,0,0,12327.98,0,-5654.38,69010.13,6575964,0,0,2184104,83876.84,7638165,163777600,29.56,0,0,0,-725.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840.73,16433.71,15338.87,0
2/1/1981,17968.2,0,0,12339.29,0,-5628.91,68871.73,6575964,0,0,2184941,82991.61,7627187,163770000,29.55,0,0,0,-725.87,0,0,138.4,0,0,0,0,0,0,0,0,0,0,0,0,4135.44,16426.11,15121.95,0
2/2/1981,17967.31,0,0,12364.49,0,-5602.81,64256.11,6575964,0,0,2185716,82551.38,7615957,163762200,29.54,0,0,0,-725.85,0,0,4615.61,0.27,0,0,0,0,0,0,0,0,0,0,0,3718.74,16417.06,14956.93,0
2/3/1981,17976.03,0,0,12396.03,0,-5579.99,57150.55,6575963,0,0,2186444,82349.72,7604592,163754400,29.54,0,0,0,-725.84,0,0,7105.56,0.5,0,0,0,0,0,0,0,0,0,0,0,3484.69,16407.7,14858.5,0
2/4/1981,17984.35,0,0,12429.69,0,-5554.67,47162.53,6575962,0,0,2187139,82260.24,7593294,163746400,29.53,0,0,0,-725.85,0,0,9988.02,0.82,0,0,0,0,0,0,0,0,0,0,0,3364.32,16398.05,14670.43,0
2/5/1981,17991.6,0,0,12462.97,0,-5528.64,34530.72,6575961,0,0,2187806,82217.74,7582123,163738300,29.53,0,0,0,-725.85,0,0,12631.81,1.15,0,0,0,0,0,0,0,0,0,0,0,3300.51,16388.12,14479.92,0
2/6/1981,17997.68,0,0,12494.38,0,-5503.3,21135.12,6574089,0,0,2188454,82186.48,7571128,163729900,29.52,0,0,0,-725.85,0,0,13395.6,1871.84,0,0,0,0,0,0,0,0,0,0,0,3268.82,16378.71,14272.18,0
2/7/1981,18004.28,0,0,12522.96,0,-5481.32,14617.7,6568571,0,0,2189084,82209.46,7560201,163721500,29.52,0,0,0,-725.85,0,0,6517.42,5518.89,0,0,0,0,0,0,0,0,0,0,0,3192.48,16368.42,14127.4,0
2/8/1981,18009.88,0,0,12548.16,0,-5461.72,7389.87,6555320,0,0,2189704,82217.17,7549398,163713000,29.51,0,0,0,-725.85,0,0,7227.83,13250.47,0,0,0,0,0,0,0,0,0,0,0,3176.96,16357.83,13988.41,0
2/9/1981,18019.52,0,0,12570.84,0,-5448.68,69010.13,6574908,0,0,2190270,82210.28,7538720,163704400,29.51,0,0,99564.51,-725.84,0,0,0,18356.39,0,0,0,0,0,0,0,0,0,0,0,3211.65,16347.23,13897.07,0
2/10/1981,18028.13,0,0,12590.27,0,-5437.86,36670.35,6574904,0,0,2190802,82219.51,7528069,163695800,29.51,0,0,0,-725.84,0,0,32339.77,3.5,0,0,0,0,0,0,0,0,0,0,0,3199.76,16336.65,13858.77,0
2/11/1981,19525.34,0,0,14043.85,0,-5481.43,39416.13,6561349,0,0,2198840,87153.17,7518355,163687500,29.44,0,0,30635.23,-725.92,0,0,0,26262.5,0,0,0,0,0,0,0,0,0,0,0,4539.05,16371.05,14260.37,15182.4
2/12/1981,22578,0,0,16985.78,0,-5592.11,1239.88,6496256,0,0,2230972,98857.72,7510062,163679700,29.34,0,0,0,-726.12,0,0,38176.25,14111.35,0,0,0,0,0,0,0,0,0,0,0,6601.02,16444.83,14902.02,50981.92
2/13/1981,39217.88,0,0,33722.5,0,-5495.05,69010.13,6654418,0,0,2318876,149855.6,7510049,163673900,29.01,0,0,421234.5,-727,0,0,0,22245.14,0,0,0,0,0,0,0,0,0,0,0,17188.81,16755.9,17209.24,173056.4
2/14/1981,130527.3,0,0,126982.4,0,-3544.16,34505.06,6456973,0,0,2406997,455800.3,7565520,163675600,28.31,0,0,382940.4,-730.37,0,0,0,32349.6,0,0,20.83,0,0,0,0,0,0,0,0,79211.1,17730.1,23745.96,582541.1
2/15/1981,84934.29,0,0,77778.32,0,-7155.99,0,6258732,0,0,2411094,478867.1,7623734,163674400,28.33,0,0,0,-731.59,0,0,34505.06,28217,0,0,241.61,0,0,0,0,0,0,0,0,82751.87,17901.55,24542.66,170023.9
2/16/1981,101745.9,0,0,94618.04,0,-7127.71,22743.51,5956655,0,0,2412299,540983.5,7692416,163674500,28.22,0,0,22976.42,-732.93,0,0,0,67186.82,0,0,580.88,0,0,0,0,0,0,0,0,94877.84,18263.61,26201.74,235123.5
2/17/1981,122224.7,0,0,115013.3,0,-7211.28,34614.96,5681093,0,0,2412097,613292.2,7770686,163676700,28.05,0,0,68929.28,-734.27,0,0,0,55826.62,0,0,1248.97,0,0,0,0,0,0,0,0,107068.6,18633.27,28802.61,276792.6
2/18/1981,121992.1,0,0,113892.6,0,-8098.89,0,5412250,0,0,2411034,637917.4,7850276,163680400,27.4,0,0,0,-735.01,0,0,34614.96,36956.98,0,0,2312.72,0,0,0,0,0,0,0,0,111000.9,18867.65,31415.89,231886.9
2/19/1981,126987,0,0,118319.4,0,-8667.14,34505.06,5142923,0,0,2411126,658192.6,7928984,163685800,26.88,0,0,38294.04,-735.8,0,0,0,38614.14,0,0,2220.76,0,0,0,0,0,0,0,0,112696,19087.94,33992.32,234501.5
2/20/1981,74923.06,0,0,64241.75,0,-10681.72,63318.86,5130213,0,0,2412722,521678.5,7986679,163689400,27.29,0,0,30635.23,-734.48,0,0,0,11981.37,0,0,563.79,0,0,0,0,0,0,0,0,91569.45,18899.75,33873.8,2549.78
2/21/1981,59219.8,0,0,48584.17,0,-10635.77,19076.02,5126508,0,0,2413201,420336.7,8028777,163691800,27.42,0,0,0,-733.1,0,0,44242.84,0.01,0,0,67.72,0,0,0,0,0,0,0,0,74708.98,18786.17,32608.72,3704.87
2/22/1981,59345.45,0,0,49400.79,0,-9944.91,18.93,5022438,0,0,2409716,391503.3,8064771,163694300,27.68,0,0,0,-732.34,0,0,19057.09,34252.97,0,0,3623.32,0,0,0,0,0,0,0,0,67924.12,18804.36,31929.34,69816.96
2/23/1981,69411.87,0,0,60116.47,0,-9295.4,0,4814197,0,0,2408700,421601.8,8107071,163698700,27.68,0,0,0,-732.81,0,0,18.93,57623.65,0,0,4644.29,0,0,0,0,0,0,0,0,75733.3,18952.27,33434.32,150617.6
2/24/1981,51957.49,0,0,42027.04,0,-9930.57,69010.13,5047327,0,0,2413216,356171.1,8136919,163701400,27.8,0,0,344646.4,-732.34,0,0,0,18156.56,0,0,0,0,0,0,0,0,0,0,0,62090.97,18847.45,32241.84,24350.19
2/25/1981,42386.93,0,0,32618.84,0,-9768.26,69010.13,5303181,0,0,2413302,291285.2,8156966,163703000,27.96,0,0,268058.3,-731.57,0,0,0,12204.32,0,0,0,0,0,0,0,0,0,0,0,50921.92,18736,30873.24,0
2/26/1981,36765.07,0,0,27381.47,0,-9383.86,64198.81,5303180,0,0,2413331,242081.7,8167843,163703800,28.22,0,0,0,-730.74,0,0,4811.32,0.36,0,0,0,0,0,0,0,0,0,0,0,40428.17,18630.48,29548.43,0
2/27/1981,32818.64,0,0,23847.79,0,-8971.07,48343.73,5303179,0,0,2413341,204524.9,8171551,163704100,28.44,0,0,0,-730.06,0,0,15855.08,1.5,0,0,0,0,0,0,0,0,0,0,0,32232.76,18529.48,28521.18,0
2/28/1981,29941.05,0,0,21355.65,0,-8585.5,21180.49,5303176,0,0,2413344,175755.2,8170061,163703700,28.54,0,0,0,-729.49,0,0,27163.24,2.92,0,0,0,0,0,0,0,0,0,0,0,25847.67,18434.3,27334.79,0
3/1/1981,27822.67,0,0,19587.36,0,-8235.38,11118.73,5298285,0,0,2413346,155025.4,8163387,163702600,28.61,0,0,0,-729.06,0,0,10061.76,4845.92,0,0,0,0,0,0,0,0,0,0,0,19536.99,18348.1,26208.22,45.21
3/2/1981,26624.58,0,0,18679.12,0,-7945.59,2036.24,5274320,0,0,2413346,140780,8153414,163701300,28.74,0,0,0,-728.7,0,0,9082.49,22113.05,0,0,0,0,0,0,0,0,0,0,0,15698.78,18279.24,25669.22,1852.03
3/3/1981,27471.93,0,0,19770.88,0,-7701.1,85.53,5217711,0,0,2413346,141492.4,8144129,163699700,28.78,0,0,0,-728.45,0,0,1950.71,38621.81,0,0,0,0,0,0,0,0,0,0,0,15770.14,18265.18,25053.51,17986.43
3/4/1981,27114.72,0,0,19537.88,0,-7576.86,45953.31,5183559,0,0,2413324,141904.3,8134682,163697600,28.8,0,0,46338.11,-728.23,0,0,0,17903.82,0,0,22.53,0,0,0,0,0,0,0,0,15010.84,18239.58,24456.35,16718.5
3/5/1981,26857.93,0,0,19400.47,0,-7457.51,20515.79,5163988,0,0,2413346,143736.6,8127266,163695100,28.85,0,0,0,-728.05,0,0,25437.52,3.09,0,0,0.08,0,0,0,0,0,0,0,0,16531.86,18216.9,23947.84,19568.02
3/6/1981,29401.37,0,0,22070.89,0,-7330.48,321.61,5096058,0,0,2411830,164263.9,8124671,163693100,28.85,0,0,0,-728.03,0,0,20194.18,21905.15,0,0,1515.99,0,0,0,0,0,0,0,0,21688.28,18259.49,24282.96,46025.09
3/7/1981,31455.9,0,0,24146.5,0,-7309.34,18.7,5012307,0,0,2410682,181127,8126035,163691200,28.79,0,0,0,-728.06,0,0,302.91,33687.08,0,0,2664.73,0,0,0,0,0,0,0,0,25863.36,18320.99,24498.98,50063.99
3/8/1981,33030.09,0,0,25680.92,0,-7349.09,0,4918274,0,0,2409175,194352.5,8129941,163689600,28.71,0,0,0,-728.13,0,0,18.7,42102.89,0,0,4171.12,0,0,0,0,0,0,0,0,28751.17,18388.33,24844.68,51929.89
3/9/1981,38851.83,0,0,31576.11,0,-7275.65,0,4776758,0,0,2407231,226617.1,8142362,163688400,28.64,0,0,0,-728.61,0,0,0,54336.72,0,0,6050.56,0,0,0,0,0,0,0,0,37770.54,18532.45,25349.91,87179.81
3/10/1981,42685.69,0,0,35257.58,0,-7427.97,0,4626388,0,0,2405714,257754.9,8160174,163687700,28.49,0,0,0,-729.13,0,0,0,52704.14,0,0,7514.88,0,0,0,0,0,0,0,0,43941.81,18664.18,26129.77,97665.48
3/11/1981,40286.05,0,0,32525.17,0,-7760.83,0,4533970,0,0,2380272,258152.7,8177580,163686600,28.44,0,0,0,-729.3,0,0,0,27304.36,0,0,32867.91,0,0,0,0,0,0,0,0,43466.74,18696.28,26059.17,65113.76
3/12/1981,37352.49,0,0,29522.75,0,-7829.78,0,4467736,0,0,2341699,241481.7,8191230,163685100,28.48,0,0,0,-729.23,0,0,0,1890.21,0,0,69366.28,0,0,0,0,0,0,0,0,39373.03,18669.57,25720.64,64343.8
3/13/1981,34654.09,1.33,0,26707.49,0,-7945.26,69010.13,4494434,0,0,2377784,210022.2,8198791,163683100,28.49,0,0,172113,-729.04,0,0,0,608.31,0,0,30175.09,0,0,0,0,0,0,0,0,32910.61,18620.29,25347.19,75794.98
3/14/1981,33179.62,0,0,25311.35,0,-7868.31,13599.97,4446065,0,0,2404685,192827.2,8201493,163680800,28.53,0,0,0,-728.76,0,0,55410.15,0,0,0,4330.43,0,0,0,0,0,0,0,0,27605.91,18581.76,24900.95,48368.62
3/15/1981,29659.51,0,0,21814.6,0,-7845.07,2828.84,4439048,0,0,2383237,169005,8200390,163677700,28.68,0,0,0,-728.4,0,0,10771.14,0,0,0,26108.92,0,0,0,0,0,0,0,0,22863.46,18496.29,23964.25,7017.53
3/16/1981,26267.64,0,0,18594.03,0,-7673.75,69010.13,4451989,0,0,2377871,138462.8,8190940,163673900,28.82,0,0,79436.76,-728.03,0,0,0,0,0,0,22565.2,0,0,0,0,0,0,0,0,13428.02,18363.21,22877.98,314.59
3/17/1981,24170.17,0,0,16725.73,0,-7444.52,36015.62,4451989,0,0,2391070,119283.5,8176243,163669400,28.9,0,0,0,-727.92,0,0,32994.5,0,0,0,268.15,0,0,0,0,0,0,0,0,7219.8,18233.14,21920.8,0
3/18/1981,23235.54,0,0,16000.07,0,-7235.51,49061.27,4452183,0,0,2372852,111897.1,8160531,163664700,28.94,0,0,13239.46,-727.75,0,0,0,0,0,0,22107.19,0,0,0,0,0,0,0,0,5641.32,18143.49,21359.15,0
3/19/1981,22927.36,0.85,0,15810.75,0,-7115.76,69010.13,4721683,0,0,2351301,106544.2,8144603,163659600,28.95,0,0,297887.8,-727.56,0,0,0,0,0,0,32678.18,0,0,0,0,0,0,0,0,4914.63,18062.8,20848.47,8437.45
3/20/1981,21144.7,0,0,14138.37,0,-7006.41,69010.13,4854078,0,0,2341965,97059.46,8128104,163654100,29.03,0,0,132394.6,-727.26,0,0,0,0,0,0,19011.46,0,0,0,0,0,0,0,0,3586.83,17916.84,20092.81,0
3/21/1981,22337.58,0,0,15421.94,0,-6915.67,69010.13,5008067,0,0,2332136,98299.32,8113242,163648600,29.04,0,0,178732.7,-727.12,0,0,0,0,0,0,30589.76,0,0,0,0,0,0,0,0,5181.85,17860.52,20049.17,24743.74
3/22/1981,25253.53,0,0,18314.85,0,-6938.62,14114.03,4948530,0,0,2354709,116716.4,8104464,163643400,28.98,0,0,0,-727.18,0,0,54896.1,0,0,0,6550.47,0,0,0,0,0,0,0,0,11563.78,17881.12,20347.46,59536.65
3/23/1981,28450.53,0,0,21410.83,0,-7039.66,393.5,4885963,0,0,2313537,140269.9,8100785,163638600,28.94,0,0,0,-727.35,0,0,13720.53,0,0,0,59505.42,0,0,0,0,0,0,0,0,17244.05,17972.74,20927.05,62567
3/24/1981,26919.52,0,0,19749.6,0,-7169.98,0,4818411,0,0,2285433,137440.3,8096508,163633400,28.99,0,0,0,-727.33,0,0,393.5,0,0,0,80370.67,0,0,0,0,0,0,0,0,16321.56,17953.59,20600.86,67552.32
3/25/1981,164415.3,13.72,0,160386.1,0,-4014.21,62720.5,4808041,0,0,2354568,507170.2,8154764,163638600,27.69,0,0,767888.7,-732.11,0,0,0,0,0,0,48050.5,0,0,0,0,0,0,0,0,87536.3,19301.56,29280.46,715524.4
3/26/1981,54285.86,0.33,0,44852.5,0,-9433.57,69010.13,5184817,0,0,2367788,380709.3,8193268,163637400,28.22,0,0,383944.3,-731.7,0,0,0,0,0,0,21781.63,0,0,0,0,0,0,0,0,66475.53,18982.62,27965.6,878.17
3/27/1981,48127.25,0,0,38915.28,0,-9212.01,66825.83,5195327,0,0,2362651,307314.1,8219486,163635400,28.25,0,0,33098.65,-731.02,0,0,0,0,0,0,30252.49,0,0,0,0,0,0,0,0,53082.15,18936.68,26859.84,24772.91
3/28/1981,54852,0,0,46045.02,0,-8806.57,6.23,5089250,0,0,2349205,304246.3,8242438,163634500,27.84,0,0,0,-730.81,0,0,66819.6,0,0,0,44925.57,0,0,0,0,0,0,0,0,50661.82,19034.16,27705.96,106077.7
3/29/1981,73213.27,1.83,0,64912.22,0,-8298.93,51588.92,4869130,0,0,2282761,384979.8,8277809,163636100,27.55,0,0,72817.03,-731.44,0,0,0,0,0,0,116168.9,0,0,0,0,0,0,0,0,65321.48,19331.23,29948.17,241351.8
3/30/1981,42364.12,1.45,0,32768.65,0,-9594.31,69010.13,4969262,0,0,2353197,273382.5,8294214,163634700,27.83,0,0,152253.8,-730.61,0,0,0,0,0,0,17750.57,0,0,0,0,0,0,0,0,44407.67,19059.18,27997.16,34699.76
3/31/1981,35648.6,0,0,26381.88,0,-9266.9,26949.5,4968064,0,0,2381228,208379.9,8297572,163632800,28.01,0,0,0,-729.99,0,0,42060.62,0,0,0,363.43,0,0,0,0,0,0,0,0,30329.81,18901.59,26965.5,1197.52
4/1/1981,43806.98,7.77,0,35083.14,0,-8715.94,69010.13,5177970,0,0,2356473,225084.4,8302946,163631700,27.89,0,0,328304.4,-729.93,0,0,0,0,0,0,35558.44,0,0,0,0,0,0,0,0,32731.19,18987.17,27353.85,76330.14
4/2/1981,37705.91,1.31,0,28914.85,0,-8789.92,50076.22,5164172,0,0,2355872,208300.2,8304408,163630300,28.07,0,0,16415.22,-729.81,0,0,0,0,0,0,28074.89,0,0,0,0,0,0,0,0,28467.5,18922.35,27003.79,49145.74
4/3/1981,35818.1,0,0,27176.26,0,-8642.07,5787.77,5116455,0,0,2365246,197449.8,8305074,163628700,28.3,0,0,0,-729.55,0,0,44288.45,0,0,0,13511.37,0,0,0,0,0,0,0,0,27386.64,18876.47,26718.73,47716.99
4/4/1981,46185.62,0,0,37984.98,0,-8200.65,0,4981798,0,0,2288922,250553.8,8316633,163628700,28.31,0,0,0,-729.79,0,0,5787.77,0,0,0,99446.9,0,0,0,0,0,0,0,0,39515.8,19066.11,27955.07,134656.6
4/5/1981,52477.14,0,0,44281.85,0,-8195.3,0,4763447,0,0,2251358,295066.8,8335749,163629000,28.33,0,0,0,-730.29,0,0,0,0,0,0,138701.2,0,0,0,0,0,0,0,0,47635.31,19209.31,28515.73,218351.6
4/6/1981,52786.23,0,0,44410.82,0,-8375.44,0,4545556,0,0,2253620,304939.1,8355514,163629700,28.37,0,0,0,-730.66,0,0,0,0,0,0,131791.9,0,0,0,0,0,0,0,0,48810.83,19252.4,29044.05,217891.3
4/7/1981,43848.08,0,0,35107.4,0,-8740.79,0,4409576,0,0,2274709,266541,8367359,163629300,28.47,0,0,0,-730.46,0,0,0,0,0,0,97287.85,0,0,0,0,0,0,0,0,40029.21,19133.16,28182.07,135979.4
4/8/1981,44674.29,0,0,36173.92,0,-8500.43,0,4262983,0,0,2263343,263317.6,8379202,163628900,28.53,0,0,0,-730.22,0,0,0,0,0,0,104329.8,0,0,0,0,0,0,0,0,39773.29,19093.66,27930.3,146592.7
4/9/1981,49407.57,0,0,41123.12,0,-8284.56,0,4071964,0,0,2244231,286216.3,8395302,163629100,28.64,0,0,0,-730.64,0,0,0,0,0,0,120770.2,0,0,0,0,0,0,0,0,44461.91,19119.59,28362.39,191019
4/10/1981,43961.93,0,0,35388.29,0,-8573.76,0,3926343,0,0,2259357,267648.6,8406866,163628700,28.76,0,0,0,-730.65,0,0,0,0,0,0,93230.25,0,0,0,0,0,0,0,0,39472.63,19026.21,27908.7,145620.8
4/11/1981,42218.93,0,0,33682.65,0,-8536.34,0,3798645,0,0,2260188,256649.3,8417046,163628500,28.83,0,0,0,-730.34,0,0,0,0,0,0,84961.67,0,0,0,0,0,0,0,0,38197.09,18971.68,28017.54,127699
4/12/1981,43395.79,0,0,35040.24,0,-8355.63,0,3656953,0,0,2222629,262961.1,8430031,163628300,28.9,0,0,0,-730.06,0,0,0,0,0,0,115985.7,0,0,0,0,0,0,0,0,40868.56,18951.91,27884.5,141691.8
4/13/1981,52126.05,0,0,44107.52,0,-8018.56,0,3430442,0,0,2177757,305675.7,8447651,163629500,28.94,0,0,0,-730.34,0,0,0,0,0,0,157015,0,0,0,0,0,0,0,0,46576.95,19028.3,28958.39,226510.7
4/14/1981,59123.97,0,0,51123.07,0,-8000.9,0,3163115,0,0,2133860,342942.3,8472438,163631600,28.94,0,0,0,-730.74,0,0,0,0,0,0,187136.5,0,0,0,0,0,0,0,0,54797.08,19096.13,30010.93,267326.8
4/15/1981,54056.05,0,0,45633.3,0,-8422.83,0,2936683,0,0,2122472,335581.8,8493258,163633200,29.02,0,0,0,-730.61,0,0,0,0,0,0,167982.1,0,0,0,0,0,0,0,0,50599.26,19029.42,29781.14,226432.7
4/16/1981,54967.02,0,0,46596.75,0,-8370.33,0,2714128,0,0,2091521,337345.8,8515697,163635400,29.08,0,0,0,-730.45,0,0,0,0,0,0,171452,0,0,0,0,0,0,0,0,52712.89,19018.87,30276.53,222554.5
4/17/1981,55680.77,0,0,47296.02,0,-8384.79,0,2487266,0,0,2043713,341996,8539319,163638200,29.11,0,0,0,-730.3,0,0,0,0,0,0,187153.6,0,0,0,0,0,0,0,0,54571.71,18999.77,30952.93,226861.6
4/18/1981,47381.05,0,0,38654.65,0,-8726.45,0,2308223,0,0,2022031,315234.9,8556217,163640300,29.18,0,0,0,-729.85,0,0,0,0,0,0,160342.3,0,0,0,0,0,0,0,0,47362.6,18871.01,30466.98,179043.8
4/19/1981,56827.93,20.37,0,48508.47,0,-8299.01,57679.92,2168469,0,0,2139910,331548.6,8576293,163643300,29.1,0,0,188775,-729.92,0,0,0,0,0,0,56038.31,0,0,0,0,0,0,0,0,51036.43,18946.79,30963.62,270828
4/20/1981,53670.28,0,0,45229.7,0,-8440.65,0,2032939,0,0,2104485,338460.3,8598291,163646600,29.17,0,0,0,-729.79,0,0,57679.92,0,0,0,84332.5,0,0,0,0,0,0,0,0,53433.78,18951.05,31438.47,135530
4/21/1981,52209.46,0,0,43702.84,0,-8506.66,0,1895746,0,0,2017063,338628.8,8620446,163650200,29.2,0,0,0,-729.63,0,0,0,0,0,0,145735.2,0,0,0,0,0,0,0,0,53947.68,18936.75,31795.66,137193.6
4/22/1981,50923.23,0,0,42454.76,0,-8468.47,0,1714515,0,0,1918006,338767.5,8638639,163654100,29.21,0,0,0,-729.45,0,0,0,0,0,0,206404.2,0,0,0,0,0,0,0,0,50185.34,18893.56,31994.47,181231.1
4/23/1981,44277.43,0,0,35639.29,0,-8638.18,0,1538985,0,0,1842273,308198.5,8654147,163657200,29.26,0,0,0,-729.06,0,0,0,0,0,0,218234.1,0,0,0,0,0,0,0,0,46711.26,18752.13,31205.68,175529.7
4/24/1981,40596.7,0,0,32146.98,0,-8449.77,0,1362760,0,0,1754728,281834.7,8664640,163659500,29.3,0,0,0,-728.66,0,0,0,0,0,0,236003.4,0,0,0,0,0,0,0,0,40592.35,18605.5,30101.13,176225.3
4/25/1981,31428.58,0,0,22876.46,0,-8552.21,0,1236674,0,0,1717233,224094.1,8667983,163661100,29.39,0,0,0,-728.01,0,0,0,0,0,0,184195.1,0,0,0,0,0,0,0,0,32600.35,18350.87,29261.2,126085.6
4/26/1981,28695.76,60.05,0,20337.69,0,-8298.05,68975.31,1194256,0,0,1862620,187087.2,8664864,163662600,29.42,0,0,205190.2,-727.49,0,0,0,0,0,0,42505.65,0,0,0,0,0,0,0,0,25573.57,18223.13,28695.31,178572.8
4/27/1981,27200.76,0,0,19209.23,0,-7991.6,0,1130333,0,0,1829994,184259.1,8663064,163663900,29.48,0,0,0,-727.08,0,0,68975.31,0,0,0,71882.79,0,0,0,0,0,0,0,0,26426.75,18139.85,28230.74,63923.6
4/28/1981,29701.87,0,0,22123.24,0,-7578.66,0,1024284,0,0,1677762,203769.7,8665911,163665400,29.5,0,0,0,-726.93,0,0,0,0,0,0,203957.1,0,0,0,0,0,0,0,0,30795.12,18105.15,27951.77,106048.7
4/29/1981,25205.92,0,0,17484.85,0,-7721.11,0,911283,0,0,1569303,173152.9,8663661,163665700,29.54,0,0,0,-726.62,0,0,0,0,0,0,228125.1,0,0,0,0,0,0,0,0,24365.16,17897.43,26619.65,113001
4/30/1981,21960.39,0,0,14325.06,0,-7635.36,0,802805.3,0,0,1455789,138333.5,8657319,163665500,29.58,0,0,0,-726.25,0,0,0,0,0,0,240642.3,0,0,0,0,0,0,0,0,19489.1,17645.56,25839.43,108477.7
5/1/1981,17494.15,0,0,9812.93,0,-7681.26,0,721960.1,0,0,1461847,99580.83,8645974,163664600,29.62,0,0,0,-725.78,0,0,0,0,0,0,107667.1,0,0,0,0,0,0,0,0,13411.28,17351.51,24765.12,80845.27
